date,ticker,name,market,close,change_rate,volume,trading_value
2026-08-21,035420,NAVER,KOSPI,218000.0,-0.683371298405467,440905,96117290000
2026-08-21,207940,삼성바이오로직스,KOSPI,1531000.0,-2.7318932655654384,12292,18819052000
2026-08-21,005380,현대차,KOSPI,409000.0,-2.035928143712575,154548,63210132000
2026-08-21,005930,삼성전자,KOSPI,279000.0,2.952029520295203,16711325,4662459675000
2026-08-21,000660,SK하이닉스,KOSPI,1749000.0,3.4299231224127738,3126478,5468210022000
2026-08-21,035420,NAVER,KOSPI,219500.0,0.0,583239,128020960500
2026-08-21,207940,삼성바이오로직스,KOSPI,1546000.0,-1.7789072426937738,18130,28028980000
2026-08-21,005380,현대차,KOSPI,417500.0,0.0,249425,104134937500
2026-08-21,005930,삼성전자,KOSPI,281500.0,3.8745387453874542,27672192,7789722048000
2026-08-21,000660,SK하이닉스,KOSPI,1730000.0,2.3063276167947957,4247418,7348033140000
2026-08-21,035420,NAVER,KOSPI,222000.0,1.1389521640091116,987136,219144192000
2026-08-21,207940,삼성바이오로직스,KOSPI,1551000.0,-1.4612452350698857,44704,69335904000
2026-08-21,005380,현대차,KOSPI,415000.0,-0.5988023952095809,371705,154257575000
2026-08-24,005930,삼성전자,KOSPI,261000.0,-7.282415630550622,13246439,3457320579000
2026-08-24,000660,SK하이닉스,KOSPI,1726000.0,-0.23121387283236997,1624697,2804227022000
2026-08-24,035420,NAVER,KOSPI,227000.0,2.2522522522522523,953218,216380486000
2026-08-24,207940,삼성바이오로직스,KOSPI,1555000.0,0.2578981302385558,10675,16599625000
2026-08-24,005380,현대차,KOSPI,409500.0,-1.3253012048192772,145502,59583069000
2026-08-24,005930,삼성전자,KOSPI,256500.0,-8.880994671403197,22343398,5731081587000
2026-08-24,000660,SK하이닉스,KOSPI,1693000.0,-2.138728323699422,2773531,4695587983000
2026-08-24,035420,NAVER,KOSPI,222500.0,0.22522522522522523,1273179,283282327500
2026-08-24,207940,삼성바이오로직스,KOSPI,1563000.0,0.7736943907156674,18367,28707621000
2026-08-24,005380,현대차,KOSPI,409500.0,-1.3253012048192772,217042,88878699000
2026-08-24,005930,삼성전자,KOSPI,257000.0,-8.703374777975133,32451480,8340030360000
2026-08-24,000660,SK하이닉스,KOSPI,1671000.0,-3.410404624277456,3993766,6673582986000
2026-08-24,035420,NAVER,KOSPI,223500.0,0.6756756756756757,1544482,345191727000
2026-08-24,207940,삼성바이오로직스,KOSPI,1573000.0,1.4184397163120568,32870,51704510000
2026-08-24,005380,현대차,KOSPI,414000.0,-0.24096385542168677,349740,144792360000
2026-08-25,005930,삼성전자,KOSPI,252000.0,-1.9455252918287937,9473591,2387344932000
2026-08-25,000660,SK하이닉스,KOSPI,1597000.0,-4.428485936564932,1806062,2884281014000
2026-08-25,035420,NAVER,KOSPI,215000.0,-3.803131991051454,468886,100810490000
